accesorials_sale,accesorials_cost,cliente,carrier,name,origin,destination,distance,vehicle_type,height_change,division,creation_date,delivery_date,sale
0.0,0.0,Cliente 92,Carrier 2,Luis Ortiz,"Sun Valley,  California","Mexicali,  Baja California",325.8879879316865,DryVan 53,-250.36155080795288,Crossborder,2025-11-06,2025-11-10,15987.4
1.0,0.0,Cliente 49,Carrier 8,Eduardo Chaim,"Ciudad de México,  Ciudad de México","Atlanta,  Georgia",2159.1632347530585,DryVan 53,-1912.0397644042969,Crossborder,2025-12-01,2025-12-15,100338.8
0.0,0.0,Cliente 47,Carrier 120,Eduardo Chaim,"San Pedro Tlaquepaque,  Jalisco","Laredo,  Texas",860.0419053630932,DryVan 53,-1435.5626983642574,Crossborder,2024-11-20,2024-11-26,46414.0
0.0,0.0,Cliente 60,Carrier 120,Luis Navarro,"San Nicolás de los Garza,  Nuevo León","Laredo,  Texas",209.91248424421687,DryVan 53,-367.33982849121094,Crossborder,2025-01-17,2025-01-24,17654.5
0.0,0.0,Cliente 1,Carrier 209,Eduardo Chaim,"Zapopan,  Jalisco","Glendale,  Arizona",1671.6533235706577,DryVan 53,-1278.8819580078125,Crossborder,2025-04-23,2025-05-05,83368.2
0.0,0.0,Cliente 124,Carrier 3,Juan Rojas,"Albany,  Georgia","Cuautla,  Morelos",2053.268024273403,DryVan 53,1236.9375991821294,Crossborder,2025-09-03,2025-10-03,54259.0
0.0,0.0,Cliente 127,Carrier 13,Jessica Hernández,"San Luis Potosí,  San Luis Potosí","Danville,  Illinois",2361.497241900643,DryVan 53,-1683.1098327636719,Crossborder,2025-11-28,2025-12-04,75235.0
0.0,0.0,Cliente 100,Carrier 7,Blanca Rodríguez,"Cuernavaca,  Morelos","Iowa,  Louisiana",1405.070692428573,DryVan 53,-1507.504005432129,Crossborder,2025-12-17,2026-01-19,78082.5
0.0,0.0,Cliente 6,Carrier 19,Blanca Rodríguez,"Apodaca,  Nuevo León","Levittown,  Pennsylvania",2838.698648355728,DryVan 53,-419.6920690536499,Crossborder,2025-02-13,2025-02-17,114744.0
0.0,0.0,Cliente 100,Carrier 117,Blanca Rodríguez,"Tultitlán,  Estado de México","Iowa,  Louisiana",1331.039535215745,DryVan 53,-2239.317726135254,Crossborder,2025-12-16,2025-12-22,72859.5
0.0,0.0,Cliente 102,Carrier 306,Marco Martínez,"Laredo,  Texas","San Nicolás Tlazala,  Estado de México",920.4506605679582,DryVan 53,2458.3636016845703,Crossborder,2026-01-07,2026-01-12,26056.5
0.0,0.0,Cliente 2,Carrier 294,Luis Ortiz,"Tepeji del Río de Ocampo,  Hidalgo","Trion,  Georgia",2133.9451471393195,DryVan 53,-1938.6688842773438,Crossborder,2025-10-24,2025-11-03,88320.0
0.0,0.0,Cliente 60,Carrier 224,Luis Navarro,"San Nicolás de los Garza,  Nuevo León","Coppell,  Texas",861.5426903254726,DryVan 53,-338.5566101074218,Crossborder,2025-05-23,2025-05-29,49266.0
0.0,0.0,Cliente 60,Carrier 164,Luis Navarro,"San Nicolás de los Garza,  Nuevo León","Laredo,  Texas",209.91248424421687,DryVan 53,-367.33982849121094,Crossborder,2025-04-15,2025-04-23,18090.0
0.0,0.0,Cliente 5,Carrier 126,Marco Martínez,"Tala,  Jalisco","Laredo,  Texas",872.0569720164489,DryVan 53,-1194.9743194580074,Crossborder,2024-12-27,2025-01-07,46391.0
0.0,0.0,Cliente 1,Carrier 13,Eduardo Chaim,"Zapopan,  Jalisco","Oakwood,  Georgia",2438.7488537336644,DryVan 53,-1278.5425109863281,Crossborder,2025-10-28,2025-11-17,101145.0
0.0,0.0,Cliente 135,Carrier 206,Blanca Rodríguez,"Laredo,  Texas","San Francisco de los Romo,  Aguascalientes",665.0021026158871,DryVan 53,1759.7716827392574,Crossborder,2025-09-05,2025-09-10,18760.0
0.0,0.0,Cliente 30,Carrier 125,Luis Navarro,"Livermore,  California","Apodaca,  Nuevo León",2423.410419397463,DryVan 53,281.0731658935547,Crossborder,2025-06-09,2025-06-20,79389.5
0.0,0.0,Cliente 1,Carrier 3,Eduardo Chaim,"Zapopan,  Jalisco","Oakwood,  Georgia",2438.7488537336644,DryVan 53,-1278.5425109863281,Crossborder,2025-02-12,2025-02-28,118277.5
0.0,0.0,Cliente 6,Carrier 229,Blanca Rodríguez,"Apodaca,  Nuevo León","Burlington,  Ontario",2686.157057567102,DryVan 53,-343.24935150146484,Crossborder,2025-05-27,2025-06-04,88412.0
0.0,0.0,Cliente 6,Carrier 125,Blanca Rodríguez,"Apodaca,  Nuevo León","Chicago,  Illinois",2128.298488410208,DryVan 53,-247.63003540039062,Crossborder,2025-09-10,2025-09-15,78288.0
0.0,0.0,Cliente 4,Carrier 2,Luis Ortiz,"Mexicali,  Baja California","Imperial,  California",27.410843238846564,DryVan 53,-25.047033786773685,Crossborder,2025-11-18,2025-11-21,6429.5
0.0,0.0,Cliente 80,Carrier 216,Jessica Hernández,"Laredo,  Texas","Apodaca,  Nuevo León",203.53235822864582,DryVan 53,301.39524841308594,Crossborder,2025-12-12,2025-12-19,11732.5
0.0,0.0,Cliente 60,Carrier 29,Luis Navarro,"San Nicolás de los Garza,  Nuevo León","Laredo,  Texas",209.91248424421687,Hazmat 53,-367.33982849121094,Crossborder,2025-06-27,2025-07-04,29279.5
1.0,0.0,Cliente 174,Carrier 6,Blanca Rodríguez,"Laredo,  Texas","Azcapotzalco,  Ciudad de México",892.2522483110752,DryVan 53,2118.2552032470703,Crossborder,2025-12-05,2025-12-12,35943.0
0.0,0.0,Cliente 4,Carrier 2,Luis Ortiz,"Mexicali,  Baja California","Imperial,  California",27.410843238846564,DryVan 53,-25.047033786773685,Crossborder,2025-03-13,2025-03-20,7063.0
0.0,1.0,Cliente 219,Carrier 16,Luis Ortiz,"Atlixco,  Puebla","Vernon,  California",2579.52472925355,DryVan 53,-1781.846046447754,Crossborder,2026-01-31,2026-02-13,103113.5
0.0,0.0,Cliente 1,Carrier 3,Eduardo Chaim,"Chipilo,  Puebla","Bean Station,  Tennessee",2424.641105350898,DryVan 53,-1787.2625732421875,Crossborder,2025-05-23,2025-06-12,115920.0
0.0,0.0,Cliente 100,Carrier 98,Blanca Rodríguez,"Ecatepec de Morelos,  Estado de México","Querétaro,  Querétaro",180.6862796055573,DryVan 53,-422.79455566406295,Crossborder,2024-11-19,2024-11-20,19370.5
0.0,0.0,Cliente 150,Carrier 29,Jessica Hernández,"Laredo,  Texas","Naucalpan de Juárez,  Estado de México",893.3142106096354,Hazmat 53,2137.4798126220703,Crossborder,2025-12-22,2025-12-26,46826.0
0.0,0.0,Cliente 5,Carrier 152,Marco Martínez,"Tala,  Jalisco","Laredo,  Texas",872.0569720164489,DryVan 53,-1194.9743194580074,Crossborder,2025-08-21,2025-09-04,41272.0
0.0,0.0,Cliente 32,Carrier 8,Juan Rojas,"Apodaca,  Nuevo León","Wausau,  Wisconsin",2333.1000337207206,DryVan 53,-63.547760009765625,Crossborder,2024-10-23,2024-10-28,105470.0
0.0,0.0,Cliente 1,Carrier 103,Eduardo Chaim,"Chipilo,  Puebla","Oakwood,  Georgia",2214.4778290823124,DryVan 53,-1786.8847961425781,Crossborder,2024-11-08,2024-11-18,110056.5
0.0,0.0,Cliente 127,Carrier 13,Jessica Hernández,"San Luis Potosí,  San Luis Potosí","Danville,  Illinois",2361.497241900643,DryVan 53,-1683.1098327636719,Crossborder,2025-11-25,2025-12-01,75850.0
0.0,0.0,Cliente 109,Carrier 179,Luis Navarro,"Santa Catarina,  Nuevo León","Edinburg,  Texas",238.21756378941885,DryVan 53,-623.5703086853027,Crossborder,2025-08-29,2025-09-03,26110.0
0.0,0.0,Cliente 188,Carrier 252,Blanca Rodríguez,"Laredo,  Texas","Azcapotzalco,  Ciudad de México",892.2522483110752,DryVan 53,2118.2552032470703,Crossborder,2025-10-24,2025-11-04,27600.0
0.0,0.0,Cliente 106,Carrier 140,Luis Navarro,"Tepatitlán de Morelos,  Jalisco","Laredo,  Texas",813.4516418585754,DryVan 53,-1689.3907012939453,Crossborder,2025-07-02,2025-07-09,41294.0
0.0,0.0,Cliente 6,Carrier 15,Blanca Rodríguez,"Apodaca,  Nuevo León","Chicago,  Illinois",2128.298488410208,DryVan 53,-247.63003540039062,Crossborder,2024-12-12,2024-12-16,84672.0
0.0,0.0,Cliente 4,Carrier 2,Luis Ortiz,"Mexicali,  Baja California","Imperial,  California",27.410843238846564,DryVan 53,-25.047033786773685,Crossborder,2025-11-20,2025-11-24,6426.0
0.0,0.0,Cliente 147,Carrier 7,Fabián Gamboa,"Fremont,  Ohio","Laredo,  Texas",2144.2358051683923,DryVan 53,-62.28955078125,Crossborder,2025-12-04,2025-12-10,49302.0
0.0,0.0,Cliente 74,Carrier 158,Luis Navarro,"Ramos Arizpe,  Coahuila de Zaragoza","Laredo,  Texas",262.4230243041982,DryVan 53,-1286.2001495361333,Crossborder,2025-07-15,2025-07-18,15187.5
0.0,0.0,Cliente 98,Carrier 179,Jessica Hernández,"Tepotzotlán,  Estado de México","Laredo,  Texas",866.1999217619186,DryVan 53,-2126.2515411376953,Crossborder,2025-10-11,2025-10-18,38000.0
0.0,0.0,Cliente 79,Carrier 24,Eduardo Chaim,"General Escobedo,  Nuevo León","Laredo,  Texas",205.59021144540438,DryVan 53,-369.9115142822265,Crossborder,2024-11-06,2024-11-08,18749.75
0.0,0.0,Cliente 46,Carrier 55,Jessica Hernández,"Laredo,  Texas","Tultepec,  Estado de México",870.1384087549548,DryVan / Reefer,2120.5672149658203,Crossborder,2026-01-15,2026-01-22,39204.0
0.0,0.0,Cliente 60,Carrier 216,Juan Rojas,"San Nicolás de los Garza,  Nuevo León","Laredo,  Texas",209.91248424421687,DryVan 53,-367.33982849121094,Crossborder,2025-12-01,2025-12-08,16479.0
0.0,0.0,Cliente 60,Carrier 29,Luis Navarro,"San Nicolás de los Garza,  Nuevo León","Laredo,  Texas",209.91248424421687,Hazmat 53,-367.33982849121094,Crossborder,2025-11-11,2025-11-21,28504.5
0.0,0.0,Cliente 150,Carrier 196,Jessica Hernández,"Naucalpan de Juárez,  Estado de México","Wauwatosa,  Wisconsin",2824.133353611965,DryVan 53,-2063.7801971435547,Crossborder,2025-12-30,2026-01-22,103327.5
0.0,0.0,Cliente 150,Carrier 196,Jessica Hernández,"Naucalpan de Juárez,  Estado de México","Fort Worth,  Texas",1488.9434030062698,DryVan 53,-2078.5343627929688,Crossborder,2025-09-29,2025-10-10,70763.0
0.0,0.0,Cliente 60,Carrier 216,Luis Navarro,"San Nicolás de los Garza,  Nuevo León","Laredo,  Texas",209.91248424421687,DryVan 53,-367.33982849121094,Crossborder,2025-10-15,2025-10-22,16668.0
0.0,0.0,Cliente 98,Carrier 166,Jessica Hernández,"Tepotzotlán,  Estado de México","Laredo,  Texas",866.1999217619186,DryVan 53,-2126.2515411376953,Crossborder,2025-08-01,2025-08-12,38000.0
1.0,1.0,Cliente 49,Carrier 117,Eduardo Chaim,"Ciudad de México,  Ciudad de México","Atlanta,  Georgia",2159.1632347530585,DryVan 53,-1912.0397644042969,Crossborder,2024-12-18,2025-01-03,110915.2
0.0,0.0,Cliente 106,Carrier 55,Luis Navarro,"Tepatitlán de Morelos,  Jalisco","Laredo,  Texas",813.4516418585754,DryVan 53,-1689.3907012939453,Crossborder,2025-02-24,2025-02-27,44748.0
0.0,0.0,Cliente 4,Carrier 2,Luis Ortiz,"Mexicali,  Baja California","Imperial,  California",27.410843238846564,DryVan 53,-25.047033786773685,Crossborder,2025-03-14,2025-03-25,7028.0
0.0,0.0,Cliente 98,Carrier 290,Jessica Hernández,"Tepotzotlán,  Estado de México","Laredo,  Texas",866.1999217619186,DryVan 53,-2126.2515411376953,Crossborder,2026-01-08,2026-01-13,38000.0
1.0,0.0,Cliente 27,Carrier 118,Jessica Hernández,"Ciudad Juárez,  Durango","Brooks,  Kentucky",2185.505132158449,DryVan 53,-986.8432464599605,Crossborder,2024-12-18,2024-12-30,99164.0
0.0,0.0,Cliente 60,Carrier 181,Luis Navarro,"San Nicolás de los Garza,  Nuevo León","Coppell,  Texas",861.5426903254726,DryVan 53,-338.5566101074218,Crossborder,2025-02-12,2025-02-17,52453.5
0.0,0.0,Cliente 60,Carrier 29,Juan Rojas,"San Nicolás de los Garza,  Nuevo León","Laredo,  Texas",209.91248424421687,Hazmat 53,-367.33982849121094,Crossborder,2026-02-03,2026-02-06,26861.5
0.0,0.0,Cliente 1,Carrier 13,Eduardo Chaim,"Zapopan,  Jalisco","Firestone,  Colorado",2166.502508483874,DryVan 53,-113.927490234375,Crossborder,2026-02-04,2026-02-20,94820.0
0.0,0.0,Cliente 4,Carrier 2,Luis Ortiz,"Mexicali,  Baja California","Salinas,  California",724.9325922884445,DryVan 53,11.019532680511475,Crossborder,2025-08-20,2025-08-23,36848.0
0.0,0.0,Cliente 8,Carrier 4,Juan Rojas,"Naucalpan de Juárez,  Estado de México","Muscle Shoals,  Alabama",2044.3027194355514,DryVan 53,-2114.0020599365234,Crossborder,2024-11-07,2024-11-20,113736.0
0.0,0.0,Cliente 60,Carrier 158,Luis Navarro,"San Nicolás de los Garza,  Nuevo León","Laredo,  Texas",209.91248424421687,DryVan 53,-367.33982849121094,Crossborder,2024-12-16,2024-12-23,17119.0
0.0,0.0,Cliente 127,Carrier 229,Jessica Hernández,"San Luis Potosí,  San Luis Potosí","Montreal,  Quebec",3591.776587324161,DryVan 53,-1829.2375030517578,Crossborder,2025-05-27,2025-06-05,109169.6
0.0,0.0,Cliente 150,Carrier 8,Jessica Hernández,"Naucalpan de Juárez,  Estado de México","Wauwatosa,  Wisconsin",2824.133353611965,DryVan 53,-2063.7801971435547,Crossborder,2025-09-19,2025-10-01,108324.0
0.0,0.0,Cliente 121,Carrier 7,Daniel Chavez,"Amozoc,  Puebla","Gaffney,  South Carolina",2403.5878263764416,DryVan 53,-2075.818878173828,Crossborder,2025-10-02,2025-10-08,101842.5
0.0,0.0,Cliente 1,Carrier 19,Eduardo Chaim,"Chipilo,  Puebla","Oakwood,  Georgia",2214.4778290823124,DryVan 53,-1786.8847961425781,Crossborder,2024-12-06,2024-12-16,112110.0
0.0,0.0,Cliente 150,Carrier 8,Jessica Hernández,"Naucalpan de Juárez,  Estado de México","Wauwatosa,  Wisconsin",2824.133353611965,DryVan 53,-2063.7801971435547,Crossborder,2025-09-19,2025-10-01,108324.0
1.0,0.0,Cliente 2,Carrier 166,Luis Ortiz,"Laredo,  Texas","Tepeji del Río de Ocampo,  Hidalgo",845.0917659125754,DryVan 53,2010.9932403564453,Crossborder,2025-10-16,2025-10-25,28644.0
0.0,0.0,Cliente 4,Carrier 2,Luis Ortiz,"Mexicali,  Baja California","Salinas,  California",724.9325922884445,DryVan 53,11.019532680511475,Crossborder,2025-08-19,2025-08-21,36808.8
1.0,1.0,Cliente 97,Carrier 135,Luis Navarro,"Tlajomulco de Zúñiga,  Jalisco","Laredo,  Texas",878.0354390561145,Flatbed 53,-1456.4867706298833,Crossborder,2025-02-17,2025-02-26,61640.85
0.0,0.0,Cliente 6,Carrier 14,Blanca Rodríguez,"Apodaca,  Nuevo León","Chicago,  Illinois",2128.298488410208,DryVan 53,-247.63003540039062,Crossborder,2025-06-27,2025-07-02,79338.0
0.0,0.0,Cliente 127,Carrier 13,Jessica Hernández,"San Luis Potosí,  San Luis Potosí","Danville,  Illinois",2361.497241900643,DryVan 53,-1683.1098327636719,Crossborder,2025-10-14,2025-10-23,75604.0
0.0,0.0,Cliente 60,Carrier 29,Luis Navarro,"San Nicolás de los Garza,  Nuevo León","Laredo,  Texas",209.91248424421687,DryVan 53,-367.33982849121094,Crossborder,2024-12-11,2024-12-17,29362.5
0.0,0.0,Cliente 60,Carrier 216,Luis Navarro,"San Nicolás de los Garza,  Nuevo León","Laredo,  Texas",209.91248424421687,DryVan 53,-367.33982849121094,Crossborder,2025-09-09,2025-09-17,16794.0
0.0,0.0,Cliente 1,Carrier 3,Eduardo Chaim,"Chipilo,  Puebla","Franklin Park,  Illinois",2734.1393741191196,DryVan 53,-1943.1766052246094,Crossborder,2025-10-23,2025-11-03,103208.0
0.0,0.0,Cliente 79,Carrier 152,Eduardo Chaim,"Querétaro,  Querétaro","Laredo,  Texas",774.0799893868688,DryVan 53,-1686.8664093017574,Crossborder,2025-07-30,2025-08-07,36582.0
0.0,0.0,Cliente 4,Carrier 2,Luis Ortiz,"Mexicali,  Baja California","Imperial,  California",27.410843238846564,DryVan 53,-25.047033786773685,Crossborder,2025-10-15,2025-10-17,6482.0
0.0,0.0,Cliente 1,Carrier 3,Eduardo Chaim,"Zapopan,  Jalisco","Englewood,  Colorado",2115.3146507090114,DryVan 53,7.22998046875,Crossborder,2025-01-07,2025-01-20,138176.0
0.0,0.0,Cliente 4,Carrier 2,Luis Ortiz,"Mexicali,  Baja California","Salinas,  California",724.9325922884445,DryVan 53,11.019532680511475,Crossborder,2025-03-21,2025-03-26,38418.0
0.0,0.0,Cliente 146,Carrier 229,Juan Rojas,"Saskatoon,  Saskatchewan","Brownsville,  Texas",3019.593192047133,Flatbed 53,-480.75708866119385,Crossborder,2025-05-19,2025-05-26,173639.0
0.0,0.0,Cliente 127,Carrier 13,Jessica Hernández,"San Luis Potosí,  San Luis Potosí","Danville,  Illinois",2361.497241900643,DryVan 53,-1683.1098327636719,Crossborder,2025-10-21,2025-10-31,75440.0
0.0,0.0,Cliente 5,Carrier 120,Marco Martínez,"Tala,  Jalisco","Laredo,  Texas",872.0569720164489,DryVan 53,-1194.9743194580074,Crossborder,2025-01-23,2025-01-30,47242.0
0.0,0.0,Cliente 60,Carrier 29,Luis Navarro,"San Nicolás de los Garza,  Nuevo León","Laredo,  Texas",209.91248424421687,DryVan 53,-367.33982849121094,Crossborder,2024-11-05,2024-11-08,29058.0
0.0,0.0,Cliente 98,Carrier 222,Jessica Hernández,"Tepotzotlán,  Estado de México","Laredo,  Texas",866.1999217619186,DryVan 53,-2126.2515411376953,Crossborder,2025-05-16,2025-05-23,38000.0
0.0,0.0,Cliente 2,Carrier 175,Luis Ortiz,"Tepeji del Río de Ocampo,  Hidalgo","Thomaston,  Georgia",2074.057084224039,DryVan 53,-1910.7312774658203,Crossborder,2025-08-18,2025-08-25,89904.0
0.0,0.0,Cliente 58,Carrier 7,Jessica Hernández,"Laotto,  Indiana","Huehuetoca,  Estado de México",2729.180635545991,DryVan 53,1988.3028259277344,Crossborder,2025-05-19,2025-05-26,76089.0
0.0,0.0,Cliente 4,Carrier 2,Luis Ortiz,"Mexicali,  Baja California","Salinas,  California",724.9325922884445,DryVan 53,11.019532680511475,Crossborder,2025-03-21,2025-03-27,38418.0
0.0,0.0,Cliente 135,Carrier 206,Blanca Rodríguez,"Laredo,  Texas","San Francisco de los Romo,  Aguascalientes",665.0021026158871,DryVan 53,1759.7716827392574,Crossborder,2025-08-04,2025-08-11,18920.0
0.0,0.0,Cliente 79,Carrier 175,Eduardo Chaim,"Querétaro,  Querétaro","La Grange,  Georgia",2054.150067729009,DryVan 53,-1584.6537170410152,Crossborder,2026-01-26,2026-01-29,88995.0
0.0,0.0,Cliente 60,Carrier 11,Luis Navarro,"San Nicolás de los Garza,  Nuevo León","Coppell,  Texas",861.5426903254726,DryVan 53,-338.5566101074218,Crossborder,2024-10-28,2024-11-11,50821.5
0.0,0.0,Cliente 74,Carrier 158,Luis Navarro,"Ramos Arizpe,  Coahuila de Zaragoza","Laredo,  Texas",262.4230243041982,DryVan 53,-1286.2001495361333,Crossborder,2024-12-17,2024-12-19,15180.0
0.0,0.0,Cliente 1,Carrier 3,Eduardo Chaim,"Zapopan,  Jalisco","The Colony,  Texas",1522.9826990117922,DryVan 53,-1450.3719177246094,Crossborder,2025-03-25,2025-04-08,91500.5
0.0,0.0,Cliente 109,Carrier 179,Luis Navarro,"Santa Catarina,  Nuevo León","Edinburg,  Texas",238.21756378941885,DryVan 53,-623.5703086853027,Crossborder,2025-08-26,2025-08-29,26152.0
0.0,0.0,Cliente 124,Carrier 19,Juan Rojas,"Douglas,  Georgia","Cuautla,  Morelos",2144.5781515455587,DryVan 53,1218.5415878295903,Crossborder,2025-03-12,2025-03-22,58986.0
0.0,0.0,Cliente 124,Carrier 3,Juan Rojas,"Albany,  Georgia","Cuautla,  Morelos",2053.268024273403,DryVan 53,1236.9375991821294,Crossborder,2025-09-03,2025-10-03,54259.0
0.0,0.0,Cliente 60,Carrier 281,Luis Navarro,"San Nicolás de los Garza,  Nuevo León","Laredo,  Texas",209.91248424421687,DryVan 53,-367.33982849121094,Crossborder,2025-10-27,2025-10-29,16551.0
0.0,0.0,Cliente 100,Carrier 13,Blanca Rodríguez,"Cuernavaca,  Morelos","Iowa,  Louisiana",1405.070692428573,DryVan 53,-1507.504005432129,Crossborder,2025-12-17,2026-01-22,78082.5
0.0,0.0,Cliente 4,Carrier 2,Luis Ortiz,"Mexicali,  Baja California","Imperial,  California",27.410843238846564,DryVan 53,-25.047033786773685,Crossborder,2025-12-31,2026-01-05,6282.5
0.0,0.0,Cliente 1,Carrier 4,Eduardo Chaim,"Chipilo,  Puebla","Franklin Park,  Illinois",2734.1393741191196,DryVan 53,-1943.1766052246094,Crossborder,2025-06-20,2025-06-30,106904.0
0.0,0.0,Cliente 98,Carrier 290,Jessica Hernández,"Tepotzotlán,  Estado de México","Laredo,  Texas",866.1999217619186,DryVan 53,-2126.2515411376953,Crossborder,2025-10-11,2025-10-21,38000.0
0.0,0.0,Cliente 6,Carrier 23,Blanca Rodríguez,"Apodaca,  Nuevo León","Chicago,  Illinois",2128.298488410208,DryVan 53,-247.63003540039062,Crossborder,2025-07-07,2025-07-21,78246.0
0.0,0.0,Cliente 2,Carrier 196,Luis Ortiz,"Tepeji del Río de Ocampo,  Hidalgo","Rockingham,  North Carolina",2545.274440722967,DryVan 53,-2054.114082336426,Crossborder,2025-12-23,2026-01-12,104284.0
0.0,0.0,Cliente 6,Carrier 12,Blanca Rodríguez,"Apodaca,  Nuevo León","Burlington,  Ontario",2686.157057567102,DryVan 53,-343.24935150146484,Crossborder,2025-09-30,2025-10-08,84410.0
0.0,0.0,Cliente 150,Carrier 4,Jessica Hernández,"Naucalpan de Juárez,  Estado de México","Wauwatosa,  Wisconsin",2824.133353611965,DryVan 53,-2063.7801971435547,Crossborder,2025-11-28,2025-12-29,105512.5
1.0,1.0,Cliente 100,Carrier 1,Blanca Rodríguez,"San Luis Potosí,  San Luis Potosí","Iowa,  Louisiana",1198.6994654376554,DryVan 53,-1858.695411682129,Crossborder,2025-08-28,2025-09-06,67284.0
0.0,0.0,Cliente 1,Carrier 3,Eduardo Chaim,"Zapopan,  Jalisco","Oakwood,  Georgia",2438.7488537336644,DryVan 53,-1278.5425109863281,Crossborder,2025-03-21,2025-04-04,115244.25
0.0,0.0,Cliente 6,Carrier 229,Blanca Rodríguez,"Apodaca,  Nuevo León","Burlington,  Ontario",2686.157057567102,DryVan 53,-343.24935150146484,Crossborder,2025-06-23,2025-07-02,88090.0
0.0,0.0,Cliente 102,Carrier 252,Marco Martínez,"Laredo,  Texas","San Nicolás Tlazala,  Estado de México",920.4506605679582,DryVan 53,2458.3636016845703,Crossborder,2025-10-06,2025-10-10,26665.5
0.0,0.0,Cliente 100,Carrier 280,Blanca Rodríguez,"Ciénega de Flores,  Nuevo León","Iowa,  Louisiana",847.6188650524014,DryVan 53,-392.38428497314453,Crossborder,2025-08-29,2025-09-20,45668.0
0.0,0.0,Cliente 4,Carrier 2,Luis Ortiz,"Mexicali,  Baja California","Imperial,  California",27.410843238846564,DryVan 53,-25.047033786773685,Crossborder,2025-03-11,2025-03-13,7101.5
0.0,0.0,Cliente 124,Carrier 233,Juan Rojas,"Samson,  Alabama","Cuautla,  Morelos",1884.6854075675287,DryVan 53,1231.8206558227544,Crossborder,2026-01-16,2026-02-03,49797.35
0.0,0.0,Cliente 6,Carrier 263,Blanca Rodríguez,"Apodaca,  Nuevo León","Burlington,  Ontario",2686.157057567102,DryVan 53,-343.24935150146484,Crossborder,2025-08-21,2025-08-28,86296.0
0.0,0.0,Cliente 71,Carrier 78,Marco Martínez,"Monterrey,  Nuevo León","Montrose,  Colorado",1589.2292443457534,Flatbed 53,1229.7429809570312,Crossborder,2025-07-09,2025-07-16,102905.0
0.0,0.0,Cliente 79,Carrier 24,Eduardo Chaim,"General Escobedo,  Nuevo León","Laredo,  Texas",205.59021144540438,DryVan 53,-369.9115142822265,Crossborder,2024-11-06,2024-11-07,18749.75
0.0,0.0,Cliente 6,Carrier 19,Blanca Rodríguez,"Apodaca,  Nuevo León","Levittown,  Pennsylvania",2838.698648355728,DryVan 53,-419.6920690536499,Crossborder,2025-01-06,2025-01-10,115752.0
0.0,0.0,Cliente 60,Carrier 24,Luis Navarro,"San Nicolás de los Garza,  Nuevo León","Laredo,  Texas",209.91248424421687,DryVan 53,-367.33982849121094,Crossborder,2024-12-11,2024-12-17,17212.5
0.0,0.0,Cliente 192,Carrier 3,Jesus Velazquez,"Guadalajara,  Jalisco","Indianapolis,  Indiana",2679.352257952462,DryVan 53,-1328.717376708984,Crossborder,2025-10-17,2025-10-27,99414.0
0.0,0.0,Cliente 60,Carrier 29,Luis Navarro,"San Nicolás de los Garza,  Nuevo León","Laredo,  Texas",209.91248424421687,Hazmat 53,-367.33982849121094,Crossborder,2025-05-22,2025-05-29,29946.0
0.0,0.0,Cliente 1,Carrier 3,Eduardo Chaim,"Zapopan,  Jalisco","High Point,  North Carolina",2839.916276657975,DryVan 53,-1348.6465148925781,Crossborder,2024-10-14,2024-10-16,120280.0
0.0,0.0,Cliente 8,Carrier 4,Juan Rojas,"Acelotla de Ocampo,  Hidalgo","Muscle Shoals,  Alabama",1973.4899008642105,DryVan 53,-2332.5743255615234,Crossborder,2025-06-03,2025-06-17,111534.0
2.0,1.0,Cliente 97,Carrier 135,Luis Navarro,"Tlajomulco de Zúñiga,  Jalisco","Laredo,  Texas",878.0354390561145,Flatbed 53,-1456.4867706298833,Crossborder,2025-10-14,2025-10-24,62217.11
0.0,0.0,Cliente 6,Carrier 229,Blanca Rodríguez,"Burlington,  Ontario","Apodaca,  Nuevo León",2686.157057567102,DryVan 53,343.24935150146484,Crossborder,2025-06-11,2025-06-19,68580.0
0.0,0.0,Cliente 6,Carrier 13,Blanca Rodríguez,"Apodaca,  Nuevo León","Levittown,  Pennsylvania",2838.698648355728,DryVan 53,-419.6920690536499,Crossborder,2025-02-12,2025-02-18,115192.0
0.0,0.0,Cliente 156,Carrier 13,Jessica Hernández,"Monterrey,  Nuevo León","Newark,  California",2433.0039760770946,DryVan 53,-535.510368347168,Crossborder,2025-12-08,2025-12-12,100700.0
0.0,0.0,Cliente 127,Carrier 13,Jessica Hernández,"San Luis Potosí,  San Luis Potosí","Danville,  Illinois",2361.497241900643,DryVan 53,-1683.1098327636719,Crossborder,2025-08-29,2025-09-05,76465.0
1.0,1.0,Cliente 127,Carrier 12,Jessica Hernández,"San Luis Potosí,  San Luis Potosí","Montreal,  Quebec",3591.776587324161,DryVan 53,-1829.2375030517578,Crossborder,2025-06-04,2025-06-16,114211.8
0.0,0.0,Cliente 133,Carrier 140,Jessica Hernández,"Laredo,  Texas","Irapuato,  Guanajuato",781.7299360392051,DryVan 53,1592.2550811767574,Crossborder,2025-03-24,2025-03-27,25275.0
0.0,0.0,Cliente 98,Carrier 222,Jessica Hernández,"Tepotzotlán,  Estado de México","Laredo,  Texas",866.1999217619186,DryVan 53,-2126.2515411376953,Crossborder,2025-05-08,2025-05-15,38000.0
0.0,0.0,Cliente 60,Carrier 29,Luis Navarro,"San Nicolás de los Garza,  Nuevo León","Laredo,  Texas",209.91248424421687,Hazmat 53,-367.33982849121094,Crossborder,2025-01-13,2025-01-23,30015.0
